File,Symbol,Type,Date,Details
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-01-14,"Ratio: 30.01 (Prev: 2756.0, Curr: 91.85)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-01-25,"Ratio: 31.05 (Prev: 2539.8, Curr: 81.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-02-08,"Ratio: 30.35 (Prev: 2428.15, Curr: 80.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-02-17,"Ratio: 30.82 (Prev: 2363.85, Curr: 76.7)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-02-24,"Ratio: 38.17 (Prev: 2437.05, Curr: 63.85)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-03-08,"Ratio: 29.70 (Prev: 2121.95, Curr: 71.45)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-03-11,"Ratio: 30.70 (Prev: 2237.95, Curr: 72.9)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-03-15,"Ratio: 31.43 (Prev: 2275.7, Curr: 72.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-03-24,"Ratio: 32.34 (Prev: 2346.3, Curr: 72.55)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-04-04,"Ratio: 29.91 (Prev: 2452.3, Curr: 82.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-04-06,"Ratio: 31.38 (Prev: 2623.7, Curr: 83.6)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-04-20,"Ratio: 27.54 (Prev: 2140.2, Curr: 77.7)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-04-22,"Ratio: 28.88 (Prev: 2230.65, Curr: 77.25)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-04-29,"Ratio: 29.97 (Prev: 2224.0, Curr: 74.2)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-05-04,"Ratio: 34.49 (Prev: 2264.0, Curr: 65.65)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-05-10,"Ratio: 33.05 (Prev: 2168.3, Curr: 65.6)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-05-17,"Ratio: 31.97 (Prev: 2172.1, Curr: 67.95)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-05-24,"Ratio: 33.79 (Prev: 2175.95, Curr: 64.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-02,"Ratio: 34.88 (Prev: 2329.9, Curr: 66.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-09,"Ratio: 35.40 (Prev: 2258.65, Curr: 63.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-13,"Ratio: 36.36 (Prev: 2179.8, Curr: 59.95)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-20,"Ratio: 38.73 (Prev: 2052.7, Curr: 53.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-28,"Ratio: 38.84 (Prev: 2194.45, Curr: 56.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-06-30,"Ratio: 39.48 (Prev: 2177.15, Curr: 55.15)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-07-06,"Ratio: 39.91 (Prev: 2202.9, Curr: 55.2)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-07-08,"Ratio: 38.78 (Prev: 2245.55, Curr: 57.9)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-07-15,"Ratio: 32.30 (Prev: 2167.4, Curr: 67.1)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-07-25,"Ratio: 36.33 (Prev: 2295.95, Curr: 63.2)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-07-29,"Ratio: 35.12 (Prev: 2337.55, Curr: 66.55)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-08-17,"Ratio: 32.69 (Prev: 2484.15, Curr: 76.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-08-23,"Ratio: 33.68 (Prev: 2423.2, Curr: 71.95)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-08-30,"Ratio: 31.84 (Prev: 2366.0, Curr: 74.3)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-02,"Ratio: 31.47 (Prev: 2404.2, Curr: 76.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-08,"Ratio: 30.29 (Prev: 2427.8, Curr: 80.15)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-19,"Ratio: 32.31 (Prev: 2404.1, Curr: 74.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-21,"Ratio: 33.00 (Prev: 2486.25, Curr: 75.35)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-23,"Ratio: 33.10 (Prev: 2416.65, Curr: 73.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-09-27,"Ratio: 32.58 (Prev: 2309.65, Curr: 70.9)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-10-04,"Ratio: 30.64 (Prev: 2283.05, Curr: 74.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-10-13,"Ratio: 30.09 (Prev: 2301.75, Curr: 76.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-10-17,"Ratio: 31.25 (Prev: 2343.5, Curr: 75.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-10-21,"Ratio: 30.45 (Prev: 2369.2, Curr: 77.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-10-31,"Ratio: 29.03 (Prev: 2400.45, Curr: 82.7)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-11-03,"Ratio: 30.94 (Prev: 2508.0, Curr: 81.05)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-11-10,"Ratio: 31.93 (Prev: 2503.5, Curr: 78.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-11-23,"Ratio: 33.15 (Prev: 2625.35, Curr: 79.2)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-11-25,"Ratio: 33.51 (Prev: 2689.05, Curr: 80.25)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-12-07,"Ratio: 32.07 (Prev: 2684.1, Curr: 83.7)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2022-12-20,"Ratio: 34.07 (Prev: 2710.55, Curr: 79.55)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-01-03,"Ratio: 34.60 (Prev: 2652.4, Curr: 76.65)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-01-05,"Ratio: 35.29 (Prev: 2625.7, Curr: 74.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-01-17,"Ratio: 36.37 (Prev: 2594.8, Curr: 71.35)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-01-20,"Ratio: 37.57 (Prev: 2691.7, Curr: 71.65)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-01-25,"Ratio: 39.37 (Prev: 2775.4, Curr: 70.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-02-06,"Ratio: 39.14 (Prev: 2694.65, Curr: 68.85)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-02-17,"Ratio: 39.83 (Prev: 2700.5, Curr: 67.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-02-27,"Ratio: 40.68 (Prev: 2577.15, Curr: 63.35)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-03-16,"Ratio: 40.14 (Prev: 2528.85, Curr: 63.0)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-03-21,"Ratio: 40.94 (Prev: 2554.7, Curr: 62.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-03-24,"Ratio: 42.27 (Prev: 2569.85, Curr: 60.8)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-03-31,"Ratio: 42.71 (Prev: 2603.05, Curr: 60.95)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-04-06,"Ratio: 43.30 (Prev: 2705.95, Curr: 62.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-04-11,"Ratio: 43.23 (Prev: 2727.75, Curr: 63.1)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-04-18,"Ratio: 43.94 (Prev: 2742.05, Curr: 62.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-05-03,"Ratio: 42.99 (Prev: 2790.0, Curr: 64.9)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-05-08,"Ratio: 40.79 (Prev: 2702.3, Curr: 66.25)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-05-17,"Ratio: 41.00 (Prev: 2722.65, Curr: 66.4)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-05-29,"Ratio: 41.84 (Prev: 2650.6, Curr: 63.35)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-06-01,"Ratio: 40.90 (Prev: 2640.4, Curr: 64.55)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-06-09,"Ratio: 37.83 (Prev: 2653.8, Curr: 70.15)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-06-20,"Ratio: 38.96 (Prev: 2654.8, Curr: 68.15)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-06-22,"Ratio: 40.54 (Prev: 2702.0, Curr: 66.65)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-06-27,"Ratio: 41.53 (Prev: 2720.3, Curr: 65.5)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-07-03,"Ratio: 41.35 (Prev: 2821.95, Curr: 68.25)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-07-06,"Ratio: 41.36 (Prev: 2796.15, Curr: 67.6)"
HFCL.csv,HFCL,Price Anomaly (Split/Unadjusted),2023-07-13,"Ratio: 42.60 (Prev: 2724.3, Curr: 63.95)"
IDEA.csv,IDEA,Price Anomaly (Split/Unadjusted),2020-03-18,"Ratio: 1.53 (Prev: 4.9, Curr: 3.2)"
TATACOMM.csv,TATACOMM,Huge Date Gap,2019-09-16 to 2019-10-01,Gap of 15 days
TATACOMM.csv,TATACOMM,Price Anomaly (Split/Unadjusted),2019-06-28,"Ratio: 1.59 (Prev: 479.65, Curr: 301.11)"
DHFL.csv,DHFL,Price Anomaly (Split/Unadjusted),2018-09-21,"Ratio: 1.74 (Prev: 611.95, Curr: 350.95)"
DHFL.csv,DHFL,Price Anomaly (Split/Unadjusted),2019-07-15,"Ratio: 1.58 (Prev: 65.65, Curr: 41.6)"
DISHTV.csv,DISHTV,Huge Date Gap,2021-10-11 to 2022-01-04,Gap of 85 days
DISHTV.csv,DISHTV,Huge Date Gap,2025-04-15 to 2025-07-21,Gap of 97 days
DISHTV.csv,DISHTV,Price Anomaly (Split/Unadjusted),2019-01-25,"Ratio: 1.49 (Prev: 33.7, Curr: 22.65)"
FTSE100.csv,FTSE100,Huge Date Gap,2017-01-03 to 2017-10-12,Gap of 282 days
FTSE100.csv,FTSE100,Huge Date Gap,2017-10-13 to 2018-02-06,Gap of 116 days
FTSE100.csv,FTSE100,Huge Date Gap,2018-02-06 to 2018-09-28,Gap of 234 days
GNFC.csv,GNFC,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 1.42 (Prev: 487.8, Curr: 343.4)"
HCC.csv,HCC,Huge Date Gap,2025-06-16 to 2025-09-09,Gap of 85 days
INFIBEAM.csv,INFIBEAM,Huge Date Gap,2020-12-09 to 2020-12-24,Gap of 15 days
INFIBEAM.csv,INFIBEAM,Huge Date Gap,2024-09-10 to 2024-09-25,Gap of 15 days
INFIBEAM.csv,INFIBEAM,Price Anomaly (Split/Unadjusted),2017-08-31,"Ratio: 9.78 (Prev: 1473.05, Curr: 150.55)"
INFIBEAM.csv,INFIBEAM,Price Anomaly (Split/Unadjusted),2018-09-28,"Ratio: 3.48 (Prev: 204.0, Curr: 58.6)"
INFIBEAM.csv,INFIBEAM,Price Anomaly (Split/Unadjusted),2021-03-18,"Ratio: 2.34 (Prev: 101.0, Curr: 43.25)"
INFIBEAM.csv,INFIBEAM,Price Anomaly (Split/Unadjusted),2022-03-14,"Ratio: 2.08 (Prev: 44.75, Curr: 21.5)"
JETAIRWAYS.csv,JETAIRWAYS,Price Anomaly (Split/Unadjusted),2019-04-18,"Ratio: 1.47 (Prev: 223.25, Curr: 151.55)"
JETAIRWAYS.csv,JETAIRWAYS,Price Anomaly (Split/Unadjusted),2019-06-17,"Ratio: 1.51 (Prev: 66.95, Curr: 44.4)"
JETAIRWAYS.csv,JETAIRWAYS,Price Anomaly (Split/Unadjusted),2019-06-18,"Ratio: 1.66 (Prev: 44.4, Curr: 26.7)"
JISLJALEQS.csv,JISLJALEQS,Huge Date Gap,2020-04-22 to 2020-08-18,Gap of 118 days
JPASSOCIAT.csv,JPASSOCIAT,Huge Date Gap,2021-06-15 to 2021-09-20,Gap of 97 days
JPASSOCIAT.csv,JPASSOCIAT,Price Anomaly (Split/Unadjusted),2021-09-20,"Ratio: 1.58 (Prev: 14.95, Curr: 9.45)"
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2019-08-16 to 2019-09-17,Gap of 32 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2020-04-22 to 2020-11-10,Gap of 202 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2021-06-16 to 2021-07-20,Gap of 34 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2021-09-08 to 2021-10-12,Gap of 34 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2023-02-14 to 2023-05-18,Gap of 93 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2023-09-06 to 2023-11-07,Gap of 62 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2023-12-28 to 2024-01-31,Gap of 34 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2024-02-22 to 2024-05-27,Gap of 95 days
MCLEODRUSS.csv,MCLEODRUSS,Huge Date Gap,2024-12-04 to 2025-03-25,Gap of 111 days
MCLEODRUSS.csv,MCLEODRUSS,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 1.77 (Prev: 203.2, Curr: 114.8)"
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2022-10-11 to 2022-10-27,Gap of 16 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2022-10-27 to 2022-11-18,Gap of 22 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2022-12-16 to 2022-12-30,Gap of 14 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2023-01-19 to 2023-01-31,Gap of 12 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2023-02-03 to 2023-03-06,Gap of 31 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2023-03-10 to 2023-03-31,Gap of 21 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2023-04-13 to 2023-04-28,Gap of 15 days
MIDCPNIFTY.csv,MIDCPNIFTY,Huge Date Gap,2023-05-03 to 2023-05-17,Gap of 14 days
MM.csv,M&M,Price Anomaly (Split/Unadjusted),2017-12-21,"Ratio: 2.07 (Prev: 1542.8, Curr: 745.45)"
MMFIN.csv,M&MFIN,Price Anomaly (Split/Unadjusted),2020-07-22,"Ratio: 1.43 (Prev: 215.0, Curr: 149.9)"
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-04-07 to 2017-04-27,Gap of 20 days
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-04-27 to 2017-07-12,Gap of 76 days
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-07-13 to 2017-07-27,Gap of 14 days
NIFTYCPSE.csv,NIFTYCPSE,Huge Date Gap,2017-07-27 to 2017-11-30,Gap of 126 days
NIFTYINFRA.csv,NIFTYINFRA,Huge Date Gap,2017-06-29 to 2017-08-09,Gap of 41 days
NIFTYINFRA.csv,NIFTYINFRA,Huge Date Gap,2017-08-11 to 2017-10-26,Gap of 76 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-07-27 to 2017-09-28,Gap of 63 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-09-28 to 2017-12-08,Gap of 71 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2017-12-08 to 2017-12-26,Gap of 18 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-02-22 to 2018-03-08,Gap of 14 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-03-13 to 2018-03-26,Gap of 13 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-03-27 to 2018-04-09,Gap of 13 days
NIFTYMID50.csv,NIFTYMID50,Huge Date Gap,2018-04-25 to 2018-05-10,Gap of 15 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-03-31 to 2017-04-24,Gap of 24 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-04-24 to 2017-05-25,Gap of 31 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-05-25 to 2017-08-31,Gap of 98 days
NIFTYPSE.csv,NIFTYPSE,Huge Date Gap,2017-08-31 to 2018-06-14,Gap of 287 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2020-04-09 to 2020-05-27,Gap of 48 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2022-09-12 to 2022-12-06,Gap of 85 days
PCJEWELLER.csv,PCJEWELLER,Huge Date Gap,2024-10-07 to 2024-12-31,Gap of 85 days
PCJEWELLER.csv,PCJEWELLER,Price Anomaly (Split/Unadjusted),2019-06-28,"Ratio: 9.91 (Prev: 45.0, Curr: 4.54)"
PTC.csv,PTC,Huge Date Gap,2022-10-24 to 2022-12-26,Gap of 63 days
RAIN.csv,RAIN,Huge Date Gap,2018-07-03 to 2018-10-30,Gap of 119 days
RAIN.csv,RAIN,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 2.83 (Prev: 371.75, Curr: 131.5)"
RAYMOND.csv,RAYMOND,Huge Date Gap,2024-07-10 to 2024-07-26,Gap of 16 days
RAYMOND.csv,RAYMOND,Huge Date Gap,2025-05-13 to 2025-05-28,Gap of 15 days
RAYMOND.csv,RAYMOND,Price Anomaly (Split/Unadjusted),2024-07-26,"Ratio: 1.54 (Prev: 3156.1, Curr: 2052.55)"
RAYMOND.csv,RAYMOND,Price Anomaly (Split/Unadjusted),2025-05-28,"Ratio: 2.53 (Prev: 1564.3, Curr: 619.2)"
RCOM.csv,RCOM,Huge Date Gap,2019-12-09 to 2020-03-04,Gap of 86 days
RCOM.csv,RCOM,Huge Date Gap,2020-05-06 to 2020-11-10,Gap of 188 days
RCOM.csv,RCOM,Huge Date Gap,2022-01-03 to 2022-03-29,Gap of 85 days
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2019-02-04,"Ratio: 1.53 (Prev: 11.35, Curr: 7.4)"
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2020-03-04,"Ratio: 1.47 (Prev: 1.1, Curr: 0.75)"
RCOM.csv,RCOM,Price Anomaly (Split/Unadjusted),2022-03-29,"Ratio: 1.63 (Prev: 4.25, Curr: 2.6)"
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2020-05-06 to 2020-08-18,Gap of 104 days
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2020-12-16 to 2021-02-02,Gap of 48 days
RELCAPITAL.csv,RELCAPITAL,Huge Date Gap,2021-10-11 to 2022-01-04,Gap of 85 days
RELCAPITAL.csv,RELCAPITAL,Price Anomaly (Split/Unadjusted),2022-01-04,"Ratio: 1.60 (Prev: 24.7, Curr: 15.4)"
RNAVAL.csv,RNAVAL,Huge Date Gap,2019-09-25 to 2020-03-04,Gap of 161 days
RNAVAL.csv,RNAVAL,Huge Date Gap,2020-03-25 to 2020-05-27,Gap of 63 days
RNAVAL.csv,RNAVAL,Huge Date Gap,2020-06-17 to 2020-08-18,Gap of 62 days
RNAVAL.csv,RNAVAL,Price Anomaly (Split/Unadjusted),2020-05-27,"Ratio: 1.70 (Prev: 1.7, Curr: 1.0)"
SINTEX.csv,SINTEX,Huge Date Gap,2019-12-09 to 2020-03-04,Gap of 86 days
SINTEX.csv,SINTEX,Huge Date Gap,2020-06-03 to 2020-08-18,Gap of 76 days
SINTEX.csv,SINTEX,Huge Date Gap,2020-10-21 to 2021-04-27,Gap of 188 days
SINTEX.csv,SINTEX,Huge Date Gap,2021-06-16 to 2021-07-20,Gap of 34 days
SINTEX.csv,SINTEX,Huge Date Gap,2021-11-03 to 2022-02-01,Gap of 90 days
SINTEX.csv,SINTEX,Price Anomaly (Split/Unadjusted),2018-01-02,"Ratio: 2.30 (Prev: 27.1, Curr: 11.8)"
SINTEX.csv,SINTEX,Price Anomaly (Split/Unadjusted),2020-03-04,"Ratio: 2.29 (Prev: 1.6, Curr: 0.7)"
SREINFRA.csv,SREINFRA,Huge Date Gap,2021-07-19 to 2021-10-12,Gap of 85 days
SREINFRA.csv,SREINFRA,Huge Date Gap,2021-11-17 to 2022-01-04,Gap of 48 days
SREINFRA.csv,SREINFRA,Price Anomaly (Split/Unadjusted),2021-10-12,"Ratio: 1.96 (Prev: 12.65, Curr: 6.45)"
STAR.csv,STAR,Huge Date Gap,2024-12-05 to 2024-12-20,Gap of 15 days
STAR.csv,STAR,Price Anomaly (Split/Unadjusted),2024-12-20,"Ratio: 2.18 (Prev: 1485.05, Curr: 682.3)"
TV18BRDCST.csv,TV18BRDCST,Huge Date Gap,2024-01-30 to 2024-04-23,Gap of 84 days
